0,1
log_alpha_olig,9.333762653539607
log_alpha_crack,9.195700614351264
beta_olig,1.27e-05
beta_crack,7.72e-05
gamma,5500.000045
delta,40795.78814
E0,140839.7844
kappa_olig,0.186845436
kappa_crack,0.8291551517951468
alpha_ads,69154.64567732842
beta_ads,2278.1630879381164
A_phys,9.9
A_des,56000000

