Bakken,EF-1,EF-2,EF-3,EF-4,EF-5,EF-6,EF-7,EF-8,EF-9,EF-10,EF-11,EF-12,EF-Basin
8.23,6.74,7.52,7.35,7.66,8.04,8.3,8.51,8.52,9.13,9.51,9.57,13.06,9.1
