Bakken,EF-1,EF-2,EF-3,EF-4,EF-5,EF-6,EF-7,EF-8,EF-9,EF-10,EF-11,EF-12,EF-Basin
0.358502276,0.52347559,0.52347559,0.31087239,0.31087239,0.31087239,0.209219754,0.21671031,0.213967405,0.198790979,0.193567442,0.201089411,0.038751249,0.335622802
